yourlist:M201909028471C63D39733769F8E060B506551E123F05953	Entry	Entry name	Status	Protein names	Gene names	Organism	Length		
SLC35F4	A4IF30	S35F4_HUMAN	reviewed	Solute carrier family 35 member F4	SLC35F4 C14orf36	Homo sapiens (Human)	521	Q9BZH6	55717
KIAA1524	Q8TCG1	CIP2A_HUMAN	reviewed	Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen)	CIP2A KIAA1524	Homo sapiens (Human)	905	P30203	923
PDE4D	Q08499	PDE4D_HUMAN	reviewed	"cAMP-specific 3',5'-cyclic phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (PDE43)"	PDE4D DPDE3	Homo sapiens (Human)	809	Q9Y2G9	22904
GOLGA6L1	Q8N7Z2	GG6L1_HUMAN	reviewed	Golgin subfamily A member 6-like protein 1	GOLGA6L1	Homo sapiens (Human)	668	Q9P244	57622
"C8orf42,TDRP"	Q86YL5	TDRP_HUMAN	reviewed	Testis development-related protein (Protein INM01)	TDRP C8orf42	Homo sapiens (Human)	185	Q6AW86	388569
ZNF286A	Q9HBT8	Z286A_HUMAN	reviewed	Zinc finger protein 286A	ZNF286A KIAA1874 ZNF286	Homo sapiens (Human)	521	Q7KZI7	2011
SEC14L1	Q92503	S14L1_HUMAN	reviewed	SEC14-like protein 1	SEC14L1 SEC14L	Homo sapiens (Human)	715	P32926	1830
ANKRD44	Q8N8A2	ANR44_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B (PP6-ARS-B) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-B) (Ankyrin repeat domain-containing protein 44)	ANKRD44	Homo sapiens (Human)	993	Q6ZT52	163933
NMNAT3	Q96T66	NMNA3_HUMAN	reviewed	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 3 (NMN/NaMN adenylyltransferase 3) (Nicotinamide-nucleotide adenylyltransferase 3) (NMN adenylyltransferase 3) (Nicotinate-nucleotide adenylyltransferase 3) (NaMN adenylyltransferase 3) (EC 2.7.7.18) (Pyridine nucleotide adenylyltransferase 3) (PNAT-3) (EC 2.7.7.1)	NMNAT3 FKSG76	Homo sapiens (Human)	252	P00973	4938
SMAD5-AS1	Q9Y6J3	SMA5O_HUMAN	reviewed	SMAD5 antisense gene protein 1 (10.3 kDa proline-rich protein DAMS) (SMAD5 antisense RNA 1) (SMAD5 opposite strand protein)	SMAD5-AS1 DAMS SMAD5OS	Homo sapiens (Human)	95	Q6VUC0	339488
HIST1H2BH	Q93079	H2B1H_HUMAN	reviewed	Histone H2B type 1-H (Histone H2B.j) (H2B/j)	HIST1H2BH H2BFJ	Homo sapiens (Human)	126	P48201	518
POTEA	Q6S8J7	POTEA_HUMAN	reviewed	"POTE ankyrin domain family member A (ANKRD26-like family A member 1) (Prostate, ovary, testis-expressed protein on chromosome 8) (POTE-8)"	POTEA A26A1 POTE8	Homo sapiens (Human)	498	P11168	6514
DCLRE1C	Q96SD1	DCR1C_HUMAN	reviewed	Protein artemis (EC 3.1.-.-) (DNA cross-link repair 1C protein) (Protein A-SCID) (SNM1 homolog C) (hSNM1C) (SNM1-like protein)	DCLRE1C ARTEMIS ASCID SCIDA SNM1C	Homo sapiens (Human)	692	Q9HA38	64393
PIGB	Q92521	PIGB_HUMAN	reviewed	GPI mannosyltransferase 3 (EC 2.4.1.-) (GPI mannosyltransferase III) (GPI-MT-III) (Phosphatidylinositol-glycan biosynthesis class B protein) (PIG-B)	PIGB	Homo sapiens (Human)	554	Q86YW5	340205
ZNF439	Q8NDP4	ZN439_HUMAN	reviewed	Zinc finger protein 439	ZNF439	Homo sapiens (Human)	499	Q5JSS6	644890
SCAF4	O95104	SCAF4_HUMAN	reviewed	"SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)"	SCAF4 KIAA1172 SFRS15	Homo sapiens (Human)	1147	Q03395	6094
"NOA1,C4orf14"	Q8NC60	NOA1_HUMAN	reviewed	Nitric oxide-associated protein 1	NOA1 C4orf14	Homo sapiens (Human)	698	Q8WZ84	283159
"CCDC171,C9orf93"	Q6TFL3	CC171_HUMAN	reviewed	Coiled-coil domain-containing protein 171	CCDC171 C9orf93	Homo sapiens (Human)	1326	Q9NYW3	50837
"IL36B,IL1F8"	Q9NZH7	IL36B_HUMAN	reviewed	Interleukin-36 beta (FIL1 eta) (Interleukin-1 eta) (IL-1 eta) (Interleukin-1 family member 8) (IL-1F8) (Interleukin-1 homolog 2) (IL-1H2)	IL36B IL1F8 IL1H2	Homo sapiens (Human)	164	Q0VD86	388324
"EPG5,KIAA1632"	Q9HCE0	EPG5_HUMAN	reviewed	Ectopic P granules protein 5 homolog	EPG5 KIAA1632	Homo sapiens (Human)	2579	O95838	9340
C10orf112	Q5VYJ5	MALR1_HUMAN	reviewed	MAM and LDL-receptor class A domain-containing protein 1	MALRD1 C10orf112 DIET1	Homo sapiens (Human)	2156	Q6DKK2	54902
DDX59	Q5T1V6	DDX59_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	DDX59 ZNHIT5	Homo sapiens (Human)	619	P47871	2642
GUCA2B	Q16661	GUC2B_HUMAN	reviewed	Guanylate cyclase activator 2B [Cleaved into: Guanylate cyclase C-activating peptide 2 (Guanylate cyclase C-activating peptide II) (GCAP-II); Uroguanylin (UGN)]	GUCA2B	Homo sapiens (Human)	112	Q9H939	9050
HSD3B7	Q9H2F3	3BHS7_HUMAN	reviewed	"3 beta-hydroxysteroid dehydrogenase type 7 (3 beta-hydroxysteroid dehydrogenase type VII) (3-beta-HSD VII) (3-beta-hydroxy-Delta(5)-C27 steroid oxidoreductase) (C(27) 3-beta-HSD) (EC 1.1.1.-) (Cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase) (EC 1.1.1.181)"	HSD3B7	Homo sapiens (Human)	369	Q6P1N0	54862
MAPK6	Q16659	MK06_HUMAN	reviewed	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3) (MAP kinase isoform p97) (p97-MAPK)	MAPK6 ERK3 PRKM6	Homo sapiens (Human)	721	Q9Y6R9	729440
NWD1	Q149M9	NWD1_HUMAN	reviewed	NACHT domain- and WD repeat-containing protein 1	NWD1	Homo sapiens (Human)	1564	Q96PV6	114823
PAPPA2	Q9BXP8	PAPP2_HUMAN	reviewed	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	PAPPA2 PLAC3	Homo sapiens (Human)	1791	P78504	182
RTP2	Q5QGT7	RTP2_HUMAN	reviewed	Receptor-transporting protein 2 (3CxxC-type zinc finger protein 2)	RTP2 Z3CXXC2	Homo sapiens (Human)	225	P14324	2224
TMEM249	Q2WGJ8	TM249_HUMAN	reviewed	Transmembrane protein 249	TMEM249 C8orfK29	Homo sapiens (Human)	235	Q8NGX1	127068
UBR2	Q8IWV8	UBR2_HUMAN	reviewed	E3 ubiquitin-protein ligase UBR2 (EC 2.3.2.27) (N-recognin-2) (RING-type E3 ubiquitin transferase UBR2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II)	UBR2 C6orf133 KIAA0349	Homo sapiens (Human)	1755	O95819	9448
SDC3	O75056	SDC3_HUMAN	reviewed	Syndecan-3 (SYND3)	SDC3 KIAA0468	Homo sapiens (Human)	442	Q12849	2926
CCBL2	Q6YP21	KAT3_HUMAN	reviewed	Kynurenine--oxoglutarate transaminase 3 (EC 2.6.1.7) (Cysteine-S-conjugate beta-lyase 2) (EC 4.4.1.13) (Kynurenine aminotransferase 3) (Kynurenine aminotransferase III) (KATIII) (Kynurenine--glyoxylate transaminase) (EC 2.6.1.63) (Kynurenine--oxoglutarate transaminase III)	KYAT3 CCBL2 KAT3	Homo sapiens (Human)	454	Q9Y5X0	29887
GRHL1	Q9NZI5	GRHL1_HUMAN	reviewed	Grainyhead-like protein 1 homolog (Mammalian grainyhead) (NH32) (Transcription factor CP2-like 2) (Transcription factor LBP-32)	GRHL1 LBP32 MGR TFCP2L2	Homo sapiens (Human)	618	Q9H3U1	55898
DHX16	O60231	DHX16_HUMAN	reviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)	DHX16 DBP2 DDX16 KIAA0577 PRP2	Homo sapiens (Human)	1041	P12109	1291
CDC5L	Q99459	CDC5L_HUMAN	reviewed	Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)	CDC5L KIAA0432 PCDC5RP	Homo sapiens (Human)	802	Q99618	83461
TMEM176A	Q96HP8	T176A_HUMAN	reviewed	Transmembrane protein 176A (Hepatocellular carcinoma-associated antigen 112)	TMEM176A HCA112	Homo sapiens (Human)	235	Q6PEY2	112714
PANK1	Q8TE04	PANK1_HUMAN	reviewed	Pantothenate kinase 1 (hPanK) (hPanK1) (EC 2.7.1.33) (Pantothenic acid kinase 1)	PANK1 PANK	Homo sapiens (Human)	598	Q8NGZ4	81469
PLEKHA1	Q9HB21	PKHA1_HUMAN	reviewed	Pleckstrin homology domain-containing family A member 1 (PH domain-containing family A member 1) (Tandem PH domain-containing protein 1) (TAPP-1)	PLEKHA1 TAPP1	Homo sapiens (Human)	404	Q9ULC5	51703
ZNF500	O60304	ZN500_HUMAN	reviewed	Zinc finger protein 500 (Zinc finger protein with KRAB and SCAN domains 18)	ZNF500 KIAA0557 ZKSCAN18	Homo sapiens (Human)	480	P09228	1470
GFAP	P14136	GFAP_HUMAN	reviewed	Glial fibrillary acidic protein (GFAP)	GFAP	Homo sapiens (Human)	432	Q96C55	147807
ACSBG2	Q5FVE4	ACBG2_HUMAN	reviewed	Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Arachidonate--CoA ligase ACSBG2) (EC 6.2.1.15) (Bubblegum-related protein) (PRTD-NY3)	ACSBG2 BGR UNQ2443/PRO5005	Homo sapiens (Human)	666	A8MWY0	222223
PSG7	Q13046	PSG7_HUMAN	reviewed	Putative pregnancy-specific beta-1-glycoprotein 7 (PS-beta-G-7) (PSBG-7) (Pregnancy-specific glycoprotein 7)	PSG7	Homo sapiens (Human)	419	Q9BZX4	152015
KIAA1755	Q5JYT7	K1755_HUMAN	reviewed	Uncharacterized protein KIAA1755	KIAA1755	Homo sapiens (Human)	1200	Q8WVE0	221143
ZXDA	P98168	ZXDA_HUMAN	reviewed	Zinc finger X-linked protein ZXDA	ZXDA	Homo sapiens (Human)	799	Q9UK11	7766
COTL1	Q14019	COTL1_HUMAN	reviewed	Coactosin-like protein	COTL1 CLP	Homo sapiens (Human)	142	Q8NA61	220082
KCND3	Q9UK17	KCND3_HUMAN	reviewed	Potassium voltage-gated channel subfamily D member 3 (Voltage-gated potassium channel subunit Kv4.3)	KCND3	Homo sapiens (Human)	655	Q9H313	57348
PMS2P3	Q13401	PM2P3_HUMAN	reviewed	Putative postmeiotic segregation increased 2-like protein 3 (PMS2-related protein 3) (Postmeiotic segregation increased 2-like protein 9) (Postmeiotic segregation increased protein 5) (Putative postmeiotic segregation increased 2 pseudogene 3)	PMS2P3 PMS2L3 PMS2L9 PMS5 PMSR3	Homo sapiens (Human)	168	Q53G44	10964
JAM2	P57087	JAM2_HUMAN	reviewed	Junctional adhesion molecule B (JAM-B) (Junctional adhesion molecule 2) (JAM-2) (Vascular endothelial junction-associated molecule) (VE-JAM) (CD antigen CD322)	JAM2 C21orf43 VEJAM UNQ219/PRO245	Homo sapiens (Human)	298	P18283	2877
FARP2	O94887	FARP2_HUMAN	reviewed	"FERM, ARHGEF and pleckstrin domain-containing protein 2 (FERM domain-including RhoGEF) (FIR) (FERM, RhoGEF and pleckstrin domain-containing protein 2) (Pleckstrin homology domain-containing family C member 3) (PH domain-containing family C member 3)"	FARP2 KIAA0793 PLEKHC3	Homo sapiens (Human)	1054	Q96DH6	124540
HIST1H1A	Q02539	H11_HUMAN	reviewed	Histone H1.1 (Histone H1a)	HIST1H1A H1F1	Homo sapiens (Human)	215	Q8NBL3	130733
KANK4	Q5T7N3	KANK4_HUMAN	reviewed	KN motif and ankyrin repeat domain-containing protein 4 (Ankyrin repeat domain-containing protein 38)	KANK4 ANKRD38	Homo sapiens (Human)	995	Q7Z3Z4	143689
LARP6	Q9BRS8	LARP6_HUMAN	reviewed	La-related protein 6 (Acheron) (Achn) (La ribonucleoprotein domain family member 6)	LARP6	Homo sapiens (Human)	491	Q9HCJ6	57687
ODC1	P11926	DCOR_HUMAN	reviewed	Ornithine decarboxylase (ODC) (EC 4.1.1.17)	ODC1	Homo sapiens (Human)	461	Q8TDN4	91768
OSGIN1	Q9UJX0	OSGI1_HUMAN	reviewed	"Oxidative stress-induced growth inhibitor 1 (Bone marrow stromal cell-derived growth inhibitor) (BMSC-derived growth inhibitor) (Ovary, kidney and liver protein 38) (huOKL38) (Pregnancy-induced growth inhibitor OKL38)"	OSGIN1 BDGI OKL38	Homo sapiens (Human)	477	Q9H081	79003
OSMR	Q99650	OSMR_HUMAN	reviewed	Oncostatin-M-specific receptor subunit beta (Interleukin-31 receptor subunit beta) (IL-31 receptor subunit beta) (IL-31R subunit beta) (IL-31R-beta) (IL-31RB)	OSMR OSMRB	Homo sapiens (Human)	979	Q9BTV6	92715
PDIA5	Q14554	PDIA5_HUMAN	reviewed	Protein disulfide-isomerase A5 (EC 5.3.4.1) (Protein disulfide isomerase-related protein)	PDIA5 PDIR	Homo sapiens (Human)	519	P78386	3891
SERPINB4	P48594	SPB4_HUMAN	reviewed	Serpin B4 (Leupin) (Peptidase inhibitor 11) (PI-11) (Squamous cell carcinoma antigen 2) (SCCA-2)	SERPINB4 PI11 SCCA2	Homo sapiens (Human)	390	Q27J81	64423
STAT1	P42224	STAT1_HUMAN	reviewed	Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84)	STAT1	Homo sapiens (Human)	750	Q8N350	255057
UBP1	Q9NZI7	UBIP1_HUMAN	reviewed	Upstream-binding protein 1 (Transcription factor LBP-1)	UBP1 LBP1	Homo sapiens (Human)	540	Q9BVL4	83642
ZNF30	P17039	ZNF30_HUMAN	reviewed	Zinc finger protein 30 (Zinc finger protein KOX28)	ZNF30 KOX28	Homo sapiens (Human)	623	Q15404	6251
NCOA1	Q15788	NCOA1_HUMAN	reviewed	Nuclear receptor coactivator 1 (NCoA-1) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 74) (bHLHe74) (Protein Hin-2) (RIP160) (Renal carcinoma antigen NY-REN-52) (Steroid receptor coactivator 1) (SRC-1)	NCOA1 BHLHE74 SRC1	Homo sapiens (Human)	1441	P26717	3822
RTKN	Q9BST9	RTKN_HUMAN	reviewed	Rhotekin	RTKN RTKN1	Homo sapiens (Human)	563	Q05086	7337
CCNG2	Q16589	CCNG2_HUMAN	reviewed	Cyclin-G2	CCNG2	Homo sapiens (Human)	344	Q9UND3	642799
FTMT	Q8N4E7	FTMT_HUMAN	reviewed	"Ferritin, mitochondrial (EC 1.16.3.1)"	FTMT	Homo sapiens (Human)	242	Q9UND3	9284
TRIM52	Q96A61	TRI52_HUMAN	reviewed	Tripartite motif-containing protein 52 (RING finger protein 102)	TRIM52 RNF102	Homo sapiens (Human)	297	Q9UDY8	10892
"DDX21,DDX56"	Q9NY93	DDX56_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 21) (DEAD box protein 56)	DDX56 DDX21 NOH61	Homo sapiens (Human)	547	Q0VDG4	79634
PRSS55	Q6UWB4	PRS55_HUMAN	reviewed	Serine protease 55 (EC 3.4.21.-) (Testis serine protease 1) (T-SP1)	PRSS55 TSP1 UNQ9391/PRO34284	Homo sapiens (Human)	352	Q9UHY7	58478
ALG2	Q9H553	ALG2_HUMAN	reviewed	"Alpha-1,3/1,6-mannosyltransferase ALG2 (EC 2.4.1.132) (EC 2.4.1.257) (Asparagine-linked glycosylation protein 2 homolog) (GDP-Man:Man(1)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase) (GDP-Man:Man(1)GlcNAc(2)-PP-dolichol mannosyltransferase) (GDP-Man:Man(2)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase)"	ALG2 UNQ666/PRO1298	Homo sapiens (Human)	416	P00751	629
ALDH1L2	Q3SY69	AL1L2_HUMAN	reviewed	Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2)	ALDH1L2	Homo sapiens (Human)	923	Q02218	4967
RNF6	Q9Y252	RNF6_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF6 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase RNF6)	RNF6 SPG2	Homo sapiens (Human)	685	P41252	3376
ALDH3A2	P51648	AL3A2_HUMAN	reviewed	Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase)	ALDH3A2 ALDH10 FALDH	Homo sapiens (Human)	485	P06681	717
PROCA1	Q8NCQ7	PRCA1_HUMAN	reviewed	Protein PROCA1 (Protein interacting with cyclin A1)	PROCA1	Homo sapiens (Human)	364	Q8TDQ1	146722
CSRP2BP	Q9H8E8	CSR2B_HUMAN	reviewed	Cysteine-rich protein 2-binding protein (CSRP2-binding protein) (ADA2A-containing complex subunit 2) (ATAC2) (CRP2-binding partner) (CRP2BP) (Lysine acetyltransferase 14)	KAT14 CSRP2BP	Homo sapiens (Human)	782	P13196	211
HM13	Q8TCT9	HM13_HUMAN	reviewed	Minor histocompatibility antigen H13 (EC 3.4.23.-) (Intramembrane protease 1) (IMP-1) (IMPAS-1) (hIMP1) (Presenilin-like protein 3) (Signal peptide peptidase)	HM13 H13 IMP1 PSL3 SPP MSTP086	Homo sapiens (Human)	377	P51689	414
PARD6B	Q9BYG5	PAR6B_HUMAN	reviewed	Partitioning defective 6 homolog beta (PAR-6 beta) (PAR-6B)	PARD6B PAR6B	Homo sapiens (Human)	372	Q67FW5	146712
FKBP9	O95302	FKBP9_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP9 (PPIase FKBP9) (EC 5.2.1.8) (63 kDa FK506-binding protein) (63 kDa FKBP) (FKBP-63) (FK506-binding protein 9) (FKBP-9) (Rotamase)	FKBP9 FKBP60 FKBP63	Homo sapiens (Human)	570	Q7Z7M8	374907
FKBP9	P68106	FKB1B_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase FKBP1B (PPIase FKBP1B) (EC 5.2.1.8) (12.6 kDa FK506-binding protein) (12.6 kDa FKBP) (FKBP-12.6) (FK506-binding protein 1B) (FKBP-1B) (Immunophilin FKBP12.6) (Rotamase) (h-FKBP-12)	FKBP1B FKBP12.6 FKBP1L FKBP9 OTK4	Homo sapiens (Human)	108	Q96IL0	84334
MORN3	Q6PF18	MORN3_HUMAN	reviewed	MORN repeat-containing protein 3	MORN3	Homo sapiens (Human)	240	Q0VF96	84952
FCGRT	P55899	FCGRN_HUMAN	reviewed	IgG receptor FcRn large subunit p51 (FcRn) (IgG Fc fragment receptor transporter alpha chain) (Neonatal Fc receptor)	FCGRT FCRN	Homo sapiens (Human)	365	A0A140G945	102724652
CPED1	A4D0V7	CPED1_HUMAN	reviewed	Cadherin-like and PC-esterase domain-containing protein 1	CPED1 C7orf58 UNQ9432/PRO34713	Homo sapiens (Human)	1026	A0A140G945	1409
UHRF2	Q96PU4	UHRF2_HUMAN	reviewed	E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (Np95/ICBP90-like RING finger protein) (Np95-like RING finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING finger protein 107) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)	UHRF2 NIRF RNF107	Homo sapiens (Human)	802	P02489	102724652
EDA	Q92838	EDA_HUMAN	reviewed	"Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein) [Cleaved into: Ectodysplasin-A, membrane form; Ectodysplasin-A, secreted form]"	EDA ED1 EDA2	Homo sapiens (Human)	391	P02489	1409
"GPATCH11,CCDC75"	Q8N954	GPT11_HUMAN	reviewed	G patch domain-containing protein 11 (Coiled-coil domain-containing protein 75)	GPATCH11 CCDC75 CENP-Y	Homo sapiens (Human)	285	Q5JQC4	100507170
TMCO4	Q5TGY1	TMCO4_HUMAN	reviewed	Transmembrane and coiled-coil domain-containing protein 4	TMCO4	Homo sapiens (Human)	634	Q5JQC4	255313
LRRC71	Q8N4P6	LRC71_HUMAN	reviewed	Leucine-rich repeat-containing protein 71	LRRC71 C1orf92	Homo sapiens (Human)	559	Q5JQC4	653282
CTAGE1	Q96RT6	CTGE2_HUMAN	reviewed	cTAGE family member 2 (Protein cTAGE-2) (Cancer/testis antigen 21.2) (CT21.2)	CTAGE1 CTAGE2	Homo sapiens (Human)	745	Q5JQC4	728036
CTAGE1	Q9HC47	CTGE1_HUMAN	reviewed	Cutaneous T-cell lymphoma-associated antigen 1 (Protein cTAGE-1) (Cancer/testis antigen 21.1) (CT21.1)	CTAGE1 CTAGE2	Homo sapiens (Human)	74	Q5JQC4	728042
MROH6	A6NGR9	MROH6_HUMAN	reviewed	Maestro heat-like repeat-containing protein family member 6	MROH6 C8orf73	Homo sapiens (Human)	719	Q5JQC4	728049
GPR155	Q7Z3F1	GP155_HUMAN	reviewed	Integral membrane protein GPR155 (G-protein coupled receptor PGR22)	GPR155 PGR22	Homo sapiens (Human)	870	Q5JQC4	728062
NUCKS1	Q9H1E3	NUCKS_HUMAN	reviewed	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)	NUCKS1 NUCKS JC7	Homo sapiens (Human)	243	Q5JQC4	728072
FAM155A	B1AL88	F155A_HUMAN	reviewed	Transmembrane protein FAM155A	FAM155A	Homo sapiens (Human)	458	Q5JQC4	728075
RAB35	Q15286	RAB35_HUMAN	reviewed	Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)	RAB35 RAB1C RAY	Homo sapiens (Human)	201	Q5JQC4	728082
SLC35C1	Q96A29	FUCT1_HUMAN	reviewed	GDP-fucose transporter 1 (Solute carrier family 35 member C1)	SLC35C1 FUCT1	Homo sapiens (Human)	364	Q5JQC4	728090
ECHDC2	Q86YB7	ECHD2_HUMAN	reviewed	"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial"	ECHDC2	Homo sapiens (Human)	292	Q5JQC4	728096
QRFPR	Q96P65	QRFPR_HUMAN	reviewed	Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	QRFPR GPR103	Homo sapiens (Human)	431	Q96PC5	4253
MACROD1	Q9BQ69	MACD1_HUMAN	reviewed	ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.5.1.-) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)	MACROD1 LRP16	Homo sapiens (Human)	325	Q9UL18	26523
IQSEC2	Q5JU85	IQEC2_HUMAN	reviewed	IQ motif and SEC7 domain-containing protein 2	IQSEC2 KIAA0522	Homo sapiens (Human)	1488	P50402	2010
FZD8	Q9H461	FZD8_HUMAN	reviewed	Frizzled-8 (Fz-8) (hFz8)	FZD8	Homo sapiens (Human)	694	Q96RT1	55914
WASF3	Q9UPY6	WASF3_HUMAN	reviewed	Wiskott-Aldrich syndrome protein family member 3 (WASP family protein member 3) (Protein WAVE-3) (Verprolin homology domain-containing protein 3)	WASF3 KIAA0900 SCAR3 WAVE3	Homo sapiens (Human)	502	Q9C0I3	401145
ZMYND10	O75800	ZMY10_HUMAN	reviewed	Zinc finger MYND domain-containing protein 10 (Protein BLu)	ZMYND10 BLU LUCA12.4	Homo sapiens (Human)	440	Q9HC97	2859
MTHFD1L	Q6UB35	C1TM_HUMAN	reviewed	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)"	MTHFD1L FTHFSDC1	Homo sapiens (Human)	978	Q9UBD0	100130086
UBE2W	Q96B02	UBE2W_HUMAN	reviewed	Ubiquitin-conjugating enzyme E2 W (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme W) (N-terminal E2 ubiquitin-conjugating enzyme) (EC 2.3.2.25) (N-terminus-conjugating E2) (Ubiquitin carrier protein W) (Ubiquitin-conjugating enzyme 16) (UBC-16) (Ubiquitin-protein ligase W)	UBE2W UBC16	Homo sapiens (Human)	151	Q9UBD0	100506164
ZNF559	Q9BR84	ZN559_HUMAN	reviewed	Zinc finger protein 559	ZNF559	Homo sapiens (Human)	538	Q8NAC3	84818
GLTSCR1	Q9NZM4	BICRA_HUMAN	reviewed	BRD4-interacting chromatin-remodeling complex-associated protein (Glioma tumor suppressor candidate region gene 1 protein)	BICRA GLTSCR1	Homo sapiens (Human)	1560	P26012	3696
TFAP4	Q01664	TFAP4_HUMAN	reviewed	Transcription factor AP-4 (Activating enhancer-binding protein 4) (Class C basic helix-loop-helix protein 41) (bHLHc41)	TFAP4 BHLHC41	Homo sapiens (Human)	338	Q9BQ31	3790
ARL15	Q9NXU5	ARL15_HUMAN	reviewed	ADP-ribosylation factor-like protein 15 (ADP-ribosylation factor-related protein 2) (ARF-related protein 2)	ARL15 ARFRP2	Homo sapiens (Human)	204	Q5VUJ6	57631
CBX2	Q14781	CBX2_HUMAN	reviewed	Chromobox protein homolog 2	CBX2	Homo sapiens (Human)	532	O95644	4772
KLHL23	Q8NBE8	KLH23_HUMAN	reviewed	Kelch-like protein 23	KLHL23	Homo sapiens (Human)	558	Q4KMZ8	79570
KCNV2	Q8TDN2	KCNV2_HUMAN	reviewed	Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2)	KCNV2	Homo sapiens (Human)	545	O95263	8622
PPP1R16B	Q96T49	PP16B_HUMAN	reviewed	Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP)	PPP1R16B ANKRD4 KIAA0823	Homo sapiens (Human)	567	O15160	9533
ACAD9	Q9H845	ACAD9_HUMAN	reviewed	"Acyl-CoA dehydrogenase family member 9, mitochondrial (ACAD-9) (EC 1.3.99.-)"	ACAD9	Homo sapiens (Human)	621	Q2VWP7	283659
SLC43A1	O75387	LAT3_HUMAN	reviewed	Large neutral amino acids transporter small subunit 3 (L-type amino acid transporter 3) (Prostate cancer overexpressed gene 1 protein) (Solute carrier family 43 member 1)	SLC43A1 LAT3 PB39 POV1	Homo sapiens (Human)	559	P26045	5774
EFS	O43281	EFS_HUMAN	reviewed	Embryonal Fyn-associated substrate (hEFS) (Cas scaffolding protein family member 3)	EFS CASS3	Homo sapiens (Human)	561	Q8IXT5	389677
C17orf67	Q0P5P2	CQ067_HUMAN	reviewed	Uncharacterized protein C17orf67	C17orf67	Homo sapiens (Human)	90	Q9Y4C8	9904
